feature,mean_abs_shap,mean_shap,family,brief_bucket,rank
a_transfer_lag1,0.3501426177000261,-0.010544978554426055,a,lead_time / turning,1
c_ss_month,0.3089997835381462,-0.0011607338752855007,c,why (ops regularity),2
e_dso_proxy,0.29852003665829313,-0.0069923884672206515,e,why (counterparties / invoices),3
c_salary_month,0.23261378120790682,-0.018068501662975765,c,why (ops regularity),4
a_transfer,0.22032198313282547,-0.0017993824311087353,a,other,5
a_transfer_lag3,0.211157826862786,-0.0050638780316268625,a,lead_time / turning,6
h_n_siblings_active_lag3,0.21099849505045293,0.011386278363830918,h,lead_time / turning,7
c_gap_sd,0.20093631082046315,-0.07303736480426372,c,why (ops regularity),8
f_ds_r,0.1964763699934195,-0.0013743179151565314,f,why (financing),9
c_n_days_with_tx,0.1557558316999922,-0.00014291543549155275,c,other,10
a_n_tx,0.15112677982920783,0.025447266843922782,a,why (ops regularity),11
f_fc_r,0.14659189662957628,-0.0074356965090461805,f,why (financing),12
h_share_group_in,0.1422072151997479,-0.006917351810039263,h,other,13
h_group_size_lag3,0.13643624162177326,-0.02050928123302809,h,lead_time / turning,14
c_gap_sd_lag3,0.1315057795995639,0.024831803930807837,c,lead_time / turning,15
f_ds_r_lag1,0.12710073154413704,0.006569712471346321,f,lead_time / turning,16
a_in3_lag3,0.12539048356898835,0.0014571175048137565,a,lead_time / turning,17
a_op_out,0.1250325839614109,-0.010716490815407192,a,other,18
a_op_in,0.12031254876241912,-0.01737469500156795,a,other,19
a_out3,0.11731912909357149,0.008417649907132767,a,other,20
c_gap_sd_lag1,0.11231298203644757,0.01313567247821138,c,lead_time / turning,21
a_io_ratio,0.10872141488790546,0.009285811424605678,a,healthy vs stressed cash shape,22
a_op_out_lag1,0.10525329835727346,-0.007997939697861067,a,lead_time / turning,23
d_n_supp_lag3,0.1041528554396527,-0.0012227254064294492,d,lead_time / turning,24
h_sib_out,0.10194979274987237,-0.0022255511539832776,h,other,25
h_sib_neg_share,0.10021625575624644,0.005062807106996084,h,other,26
a_uncat_share_lag1,0.09986342753434521,0.004641781635846103,a,lead_time / turning,27
c_recency_days,0.09893486076373172,-0.0025204037777419876,c,lead_time / turning,28
d_cust_top1,0.09679310784221226,-0.0010943991535295073,d,why (counterparties / invoices),29
h_sib_neg_share_lag1,0.09672309663690498,0.0029310908497893846,h,lead_time / turning,30
a_in6_lag3,0.09665175217276616,0.0012790578420625307,a,lead_time / turning,31
e_ap_open_lag3,0.09419125637526916,-0.003840479845687972,e,lead_time / turning,32
a_net_margin,0.09344261001585591,0.0033819072840480598,a,healthy vs stressed cash shape,33
a_op_in_lag1,0.09195488196560815,-0.007648907392959004,a,lead_time / turning,34
a_n_tx_lag3,0.09160769903077103,-0.0025853971830921037,a,lead_time / turning,35
e_delay_paid,0.09144921895475082,0.0006056781225780856,e,why (counterparties / invoices),36
h_sib_net_lag3,0.08806257142485016,-0.001858118323334955,h,lead_time / turning,37
f_fc_r_lag3,0.0877195896207208,0.00413517057358774,f,lead_time / turning,38
e_delay_paid_lag3,0.08758892760228852,-0.009293159514493662,e,lead_time / turning,39
a_out6_lag3,0.08579906316397157,0.0015543594931712787,a,lead_time / turning,40
h_sib_in,0.08303699637477069,0.005005516319707368,h,other,41
a_net_lag3,0.08291532364845937,-0.00911272090591421,a,lead_time / turning,42
h_sib_net_lag1,0.08187758505171903,0.004393861537785359,h,lead_time / turning,43
e_fx_share_lag1,0.08135196949388941,-0.000951288563864011,e,lead_time / turning,44
e_ap_issued,0.0795494696117625,0.003288296356002371,e,other,45
e_dpo_proxy,0.0774215546249228,0.012453410239362325,e,why (counterparties / invoices),46
c_recency_days_lag3,0.07613989061517734,-0.009576065014912736,c,lead_time / turning,47
e_pending_amt_share_lag3,0.07483215713188297,0.0007668542793034987,e,lead_time / turning,48
group_size,0.07449131067709472,-0.005180174421769197,group,other,49
f_fc_r_lag1,0.07441042053059607,0.0015716495274948074,f,lead_time / turning,50
n_banking,0.07401816248040488,0.010981345956903546,n,other,51
a_invest,0.07316529895708912,-0.0014043182253415522,a,other,52
a_out3_lag3,0.07068402633738483,-0.009292572893891139,a,lead_time / turning,53
e_credit_note_ratio,0.07065553311530968,0.012261169741328461,e,other,54
e_dpo_proxy_lag3,0.07038306654873999,-0.020998030177392973,e,lead_time / turning,55
a_in12_lag1,0.06996410563532435,0.002095328105164439,a,lead_time / turning,56
a_n_tx_lag1,0.06692843423085541,0.018670061307647617,a,lead_time / turning,57
g_n_accounts,0.06498738923666088,0.004655666430960187,g,other,58
f_ds_r_lag3,0.06483684488364581,0.0013411617942080821,f,lead_time / turning,59
a_out6_lag1,0.06433676310024466,0.0053386886141313945,a,lead_time / turning,60
a_in3,0.06325013647917187,-0.014437514130722426,a,healthy vs stressed cash shape,61
a_net,0.06298739835222239,0.0013354922623301636,a,healthy vs stressed cash shape,62
a_net_lag1,0.06241169955447443,0.0032772842322391902,a,lead_time / turning,63
e_ar_issued,0.062359535871798655,-0.002201726505358761,e,other,64
a_op_out_lag3,0.062188502919938445,0.004161366306851239,a,lead_time / turning,65
a_invest_lag1,0.06103243986975374,-0.0020503355556552127,a,lead_time / turning,66
a_growth_3,0.058320035441203746,0.0031074662983412195,a,lead_time / turning,67
d_n_cust_lag3,0.057823087223688036,-0.0011865578144336505,d,lead_time / turning,68
e_fx_share,0.05731944709012844,-0.010056652137173171,e,other,69
a_out3_lag1,0.0570485978446713,0.01014053957774299,a,lead_time / turning,70
h_sib_neg_share_lag3,0.05679558575041782,-0.000270425519233528,h,lead_time / turning,71
e_dpo_proxy_lag1,0.05658369883671658,-0.0004287993176556973,e,lead_time / turning,72
h_sib_net,0.05641984093918109,0.0004088208020477335,h,healthy vs stressed cash shape,73
d_tx_cp_share,0.0547248638550024,0.012278696915961174,d,other,74
a_in6_lag1,0.05422382017484117,-0.00414926789585845,a,lead_time / turning,75
e_ap_open_lag1,0.053951282125219935,0.007650044277651668,e,lead_time / turning,76
a_out6,0.05356509259433088,0.0035844170342788162,a,other,77
c_salary_month_lag1,0.05346790204003402,-0.0008589543417445232,c,lead_time / turning,78
g_n_accounts_lag1,0.052763370775499585,0.006533380758810091,g,lead_time / turning,79
e_ap_issued_lag1,0.05239480215563627,0.005835471754490954,e,lead_time / turning,80
a_in6,0.052261667539801854,-0.000115774332420604,a,other,81
d_tx_cp_share_lag3,0.05078605401740736,-0.005333664638952517,d,lead_time / turning,82
g_n_banks_lag1,0.050415829407808206,0.005443271743464548,g,lead_time / turning,83
a_fin_cost_lag1,0.049546330115253556,-0.005349282051269087,a,lead_time / turning,84
f_has_loc,0.0492667580788279,-0.00020997556013189878,f,why (financing),85
e_pending_amt_share,0.04907555273602965,0.012789233365783841,e,other,86
a_io_ratio_lag3,0.049024653926583714,0.0037601069125662123,a,lead_time / turning,87
a_net_margin_lag3,0.048974385566569065,0.00014371755241781035,a,lead_time / turning,88
a_uncat_share,0.04878804593162686,0.005880954625430029,a,healthy vs stressed cash shape,89
d_supp_top1_lag3,0.047607685038638325,0.00010313979483334891,d,lead_time / turning,90
g_has_card_lag3,0.04683128919761181,-0.008754282425723443,g,lead_time / turning,91
a_fin_cost,0.04672786381463975,-0.0010379499528654816,a,why (financing),92
h_n_siblings_active_lag1,0.046701852000750485,-0.0018000684131100572,h,lead_time / turning,93
a_in3_lag1,0.04556067418844862,0.0041474541163857015,a,lead_time / turning,94
a_growth_3_lag1,0.04516236375078582,-0.004448111881734464,a,lead_time / turning,95
e_ar_overdue,0.04421673436722818,-0.002616747062620241,e,why (counterparties / invoices),96
e_ap_overdue_30_lag1,0.043962206981523644,0.0016370065626077144,e,lead_time / turning,97
d_supp_hhi,0.04384125845584662,0.002640884564224616,d,why (counterparties / invoices),98
d_supp_top1_lag1,0.043693410312230584,0.003552741822995242,d,lead_time / turning,99
a_growth_3_lag3,0.04296954380247939,0.003497892998534705,a,lead_time / turning,100
a_uncat_share_lag3,0.0424978541088178,-0.0016278386327623752,a,lead_time / turning,101
h_group_size,0.04223951691482461,-0.002972737964856894,h,other,102
c_n_tx,0.041792495198289155,-0.0019553580125788914,c,why (ops regularity),103
h_share_group_in_lag1,0.04166089049901777,-0.0024874606072091024,h,lead_time / turning,104
a_debt_service_lag1,0.04075716820073611,0.00958196859247731,a,lead_time / turning,105
h_sib_out_lag3,0.03974062608954123,-0.0005398777036194399,h,lead_time / turning,106
d_supp_hhi_lag1,0.03964520161884912,0.010449514613189747,d,lead_time / turning,107
a_out12,0.0391605336147937,-0.0030846087895758014,a,other,108
h_sib_in_lag1,0.038418924833404366,0.002394940703484281,h,lead_time / turning,109
h_sib_in_lag3,0.03821271172718799,-0.006148004197109683,h,lead_time / turning,110
d_cust_hhi,0.037503571712055865,-0.0037762062805253706,d,why (counterparties / invoices),111
e_ar_open,0.03735086749757471,-0.003930192684202396,e,other,112
e_ap_overdue_30,0.03502509420009606,0.0006109045059425459,e,why (counterparties / invoices),113
e_ap_open,0.03497193001321253,-0.004349008596853247,e,other,114
h_share_group_in_lag3,0.034846645683734266,0.004134883506165246,h,lead_time / turning,115
e_ar_overdue_lag1,0.03424749034573422,0.0012509486563240801,e,lead_time / turning,116
e_ar_open_lag3,0.03421786833329864,0.0036540875611497624,e,lead_time / turning,117
e_dso_proxy_lag3,0.033291091767933614,-0.0020880787511757637,e,lead_time / turning,118
e_ap_overdue,0.03189217862487763,-0.0012042118723857799,e,why (counterparties / invoices),119
e_dso_proxy_lag1,0.03160401560482072,-0.002011927279906889,e,lead_time / turning,120
e_credit_note_ratio_lag1,0.03156420916165159,-5.537168495648618e-05,e,lead_time / turning,121
a_net_margin_lag1,0.030598088577124847,-0.001145057449465961,a,lead_time / turning,122
e_pending_amt_share_lag1,0.03019100789712439,0.0022131896388341847,e,lead_time / turning,123
d_cust_lost_lag3,0.029461438019930234,-0.0032714489382905288,d,lead_time / turning,124
a_out12_lag1,0.02882983957325392,-0.002246803432006007,a,lead_time / turning,125
d_supp_hhi_lag3,0.028813709560317615,0.0032769600575990217,d,lead_time / turning,126
d_n_supp_lag1,0.02867795787404466,0.0015561212315218966,d,lead_time / turning,127
c_recency_days_lag1,0.027876158275722773,0.00028325189122778346,c,lead_time / turning,128
f_n_facilities,0.027291292214928525,-0.006730985557698955,f,other,129
e_ar_open_lag1,0.027036537714522732,0.007690424587661829,e,lead_time / turning,130
c_n_days_with_tx_lag1,0.026621079595729832,-0.008714897529588941,c,lead_time / turning,131
e_delay_coll_lag3,0.026373204892292838,-0.004842394110662771,e,lead_time / turning,132
d_tx_cp_share_lag1,0.02573650021720529,-0.004750471310653811,d,lead_time / turning,133
h_sib_out_lag1,0.025348791805101176,0.002638275734816386,h,lead_time / turning,134
h_n_siblings_active,0.025042977909327083,-0.0005708742523481605,h,other,135
e_ap_overdue_30_lag3,0.024802024442640732,-0.007040620385612636,e,lead_time / turning,136
e_delay_paid_lag1,0.024313563455856276,-0.001296363078293318,e,lead_time / turning,137
e_fx_share_lag3,0.024051549303875833,-0.0009742643007478158,e,lead_time / turning,138
e_ap_overdue_lag3,0.023787984522457305,-2.8397548085473983e-06,e,lead_time / turning,139
a_growth_12_lag1,0.023028250624573678,-0.0006645236866481937,a,lead_time / turning,140
g_custom_share_lag3,0.022421380185500557,0.003314414137214225,g,lead_time / turning,141
a_io_ratio_lag1,0.022231017567307592,-0.00172303029082981,a,lead_time / turning,142
a_fin_cost_lag3,0.021788153470969133,-0.00035181527449459107,a,lead_time / turning,143
a_debt_service_lag3,0.021514289431499186,-0.0031449962660656493,a,lead_time / turning,144
d_cust_hhi_lag1,0.02135995137940602,-0.004092619982149985,d,lead_time / turning,145
a_in12,0.02115873642262437,-0.0019713882841784353,a,other,146
g_n_accounts_lag3,0.021155084115166464,0.0024849523981880653,g,lead_time / turning,147
c_n_tx_lag3,0.02090695482605396,-0.0013945961414747227,c,lead_time / turning,148
d_n_supp,0.020710909052794175,0.00303759571289087,d,other,149
e_ar_issued_lag3,0.02051935988333388,0.0032923902338479537,e,lead_time / turning,150
e_ap_overdue_lag1,0.020301064619500004,-0.001615531417185212,e,lead_time / turning,151
a_out12_lag3,0.019911688000862755,0.0025491965112353536,a,lead_time / turning,152
e_ar_overdue_30,0.019743620712745463,-0.002709368605236563,e,why (counterparties / invoices),153
e_ar_issued_lag1,0.0193612807334474,0.0011557276056537457,e,lead_time / turning,154
d_n_cust_lag1,0.019342145139961804,0.0016607880414591714,d,lead_time / turning,155
d_supp_top1,0.01834347033321474,0.0006616107655107106,d,why (counterparties / invoices),156
e_ar_overdue_30_lag1,0.0177676758946045,-0.0013547114290649361,e,lead_time / turning,157
e_ar_overdue_lag3,0.017623737828375143,1.0581686965652994e-05,e,lead_time / turning,158
g_n_banks_lag3,0.01687658818857658,-5.9757386390180726e-05,g,lead_time / turning,159
c_n_days_with_tx_lag3,0.016030047580422056,0.0026778355703884786,c,lead_time / turning,160
f_fin_cost,0.015990534459386217,-0.003384086936536636,f,why (financing),161
c_n_tx_lag1,0.015717972616629303,-0.0037936990435058194,c,lead_time / turning,162
a_growth_12,0.01569213993276729,0.00013029441815049094,a,lead_time / turning,163
d_n_cust,0.01568369366493017,3.010226904503012e-05,d,why (counterparties / invoices),164
a_debt_service,0.015497660577790054,-0.006212273312137346,a,other,165
e_ap_issued_lag3,0.0153641806379253,0.0004225902262934886,e,lead_time / turning,166
f_fin_cost_lag1,0.014811149686154055,0.0007814678775736983,f,lead_time / turning,167
c_zero_in_share_6_lag3,0.014523622817815936,-0.0016407054864482054,c,lead_time / turning,168
d_cust_top1_lag1,0.014318649886865719,0.000671672360019149,d,lead_time / turning,169
e_delay_coll,0.013508766228522331,-0.0019115548345227335,e,why (counterparties / invoices),170
a_op_in_lag3,0.01346877718027852,0.00018541810779747542,a,lead_time / turning,171
d_cust_lost,0.01329359587227628,0.0014696489103453556,d,why (counterparties / invoices),172
g_n_banks,0.010534128442546349,-0.0002452760125280852,g,other,173
d_cust_hhi_lag3,0.010295516655391178,-0.0022301539951480875,d,lead_time / turning,174
c_missed_tax_lag3,0.010064166391337302,0.0010806446955077059,c,lead_time / turning,175
f_n_facilities_lag1,0.009873797474993916,0.0005770453634734598,f,lead_time / turning,176
c_zero_in_share_6,0.009711805799555592,-0.00046295675235327467,c,lead_time / turning,177
e_delay_coll_lag1,0.009605199292926737,-0.0007145233171818592,e,lead_time / turning,178
h_group_size_lag1,0.00948295591593383,-0.0003167963739312754,h,lead_time / turning,179
a_in12_lag3,0.009229682883394806,-0.0014476962971645135,a,lead_time / turning,180
d_cust_lost_lag1,0.00912367742824913,7.610215888335704e-05,d,lead_time / turning,181
g_n_types_lag1,0.00911517422868708,0.00045192892941576374,g,lead_time / turning,182
f_debt_service_lag1,0.009024556804334217,-0.0006882878714363864,f,lead_time / turning,183
e_ar_overdue_30_lag3,0.008548482038683702,-0.0008176419193511581,e,lead_time / turning,184
d_cust_new_lag1,0.008477885857956374,0.0046882058636265106,d,lead_time / turning,185
e_credit_note_ratio_lag3,0.00814356970276275,8.326889439797e-05,e,lead_time / turning,186
c_zero_in_share_6_lag1,0.007851343888441548,-0.003094907288735966,c,lead_time / turning,187
g_custom_share_lag1,0.007723307507137109,0.0008342384188167535,g,lead_time / turning,188
